,x,y,variable,value
944,504,251,DIRECT-iR-BRAVIA,195.0
945,504,377,DIRECT-iR-BRAVIA,
946,499,496,DIRECT-iR-BRAVIA,189.0
947,490,601,DIRECT-iR-BRAVIA,
948,486,704,DIRECT-iR-BRAVIA,197.0
949,477,821,DIRECT-iR-BRAVIA,201.0
950,476,893,DIRECT-iR-BRAVIA,201.0
951,475,962,DIRECT-iR-BRAVIA,
952,589,961,DIRECT-iR-BRAVIA,199.0
953,589,880,DIRECT-iR-BRAVIA,
954,589,788,DIRECT-iR-BRAVIA,
955,588,687,DIRECT-iR-BRAVIA,201.0
956,588,574,DIRECT-iR-BRAVIA,200.0
957,595,490,DIRECT-iR-BRAVIA,
958,588,377,DIRECT-iR-BRAVIA,
959,592,255,DIRECT-iR-BRAVIA,
960,611,147,DIRECT-iR-BRAVIA,192.0
961,602,59,DIRECT-iR-BRAVIA,194.0
962,599,7,DIRECT-iR-BRAVIA,194.0
963,716,13,DIRECT-iR-BRAVIA,192.0
964,713,79,DIRECT-iR-BRAVIA,
965,708,163,DIRECT-iR-BRAVIA,
966,710,257,DIRECT-iR-BRAVIA,
967,702,375,DIRECT-iR-BRAVIA,188.0
968,698,480,DIRECT-iR-BRAVIA,
969,694,574,DIRECT-iR-BRAVIA,190.0
970,695,675,DIRECT-iR-BRAVIA,194.0
971,692,779,DIRECT-iR-BRAVIA,195.0
972,685,885,DIRECT-iR-BRAVIA,
973,676,961,DIRECT-iR-BRAVIA,201.0
974,811,958,DIRECT-iR-BRAVIA,196.0
975,808,877,DIRECT-iR-BRAVIA,
976,810,793,DIRECT-iR-BRAVIA,192.0
977,812,670,DIRECT-iR-BRAVIA,192.0
978,808,561,DIRECT-iR-BRAVIA,
979,965,558,DIRECT-iR-BRAVIA,
980,1089,567,DIRECT-iR-BRAVIA,190.0
981,809,465,DIRECT-iR-BRAVIA,200.0
982,808,349,DIRECT-iR-BRAVIA,
983,820,255,DIRECT-iR-BRAVIA,
984,827,144,DIRECT-iR-BRAVIA,185.0
985,826,74,DIRECT-iR-BRAVIA,193.0
986,824,13,DIRECT-iR-BRAVIA,184.0
987,964,18,DIRECT-iR-BRAVIA,194.0
988,971,85,DIRECT-iR-BRAVIA,
989,966,151,DIRECT-iR-BRAVIA,190.0
990,969,251,DIRECT-iR-BRAVIA,193.0
991,970,360,DIRECT-iR-BRAVIA,191.0
992,973,459,DIRECT-iR-BRAVIA,196.0
993,1094,21,DIRECT-iR-BRAVIA,191.0
994,1094,92,DIRECT-iR-BRAVIA,
995,1095,158,DIRECT-iR-BRAVIA,
996,1090,256,DIRECT-iR-BRAVIA,190.0
997,1088,357,DIRECT-iR-BRAVIA,195.0
998,1084,448,DIRECT-iR-BRAVIA,193.0
999,1218,451,DIRECT-iR-BRAVIA,190.0
1000,1334,449,DIRECT-iR-BRAVIA,192.0
1001,1459,444,DIRECT-iR-BRAVIA,
1002,1566,445,DIRECT-iR-BRAVIA,187.0
1003,1677,444,DIRECT-iR-BRAVIA,
1004,1771,439,DIRECT-iR-BRAVIA,
1005,1765,525,DIRECT-iR-BRAVIA,181.0
1006,1672,518,DIRECT-iR-BRAVIA,
1007,1568,537,DIRECT-iR-BRAVIA,183.0
1008,1448,537,DIRECT-iR-BRAVIA,
1009,1325,533,DIRECT-iR-BRAVIA,190.0
1010,1212,529,DIRECT-iR-BRAVIA,183.0
1011,1148,611,DIRECT-iR-BRAVIA,
1012,1213,609,DIRECT-iR-BRAVIA,
1013,1329,616,DIRECT-iR-BRAVIA,
1014,1444,612,DIRECT-iR-BRAVIA,182.0
1015,1570,614,DIRECT-iR-BRAVIA,
1016,1145,676,DIRECT-iR-BRAVIA,
1017,1209,678,DIRECT-iR-BRAVIA,
1018,1324,694,DIRECT-iR-BRAVIA,
1019,1440,685,DIRECT-iR-BRAVIA,
1020,1574,690,DIRECT-iR-BRAVIA,
1021,1668,609,DIRECT-iR-BRAVIA,
1022,1759,607,DIRECT-iR-BRAVIA,
1023,1657,697,DIRECT-iR-BRAVIA,
1024,1755,689,DIRECT-iR-BRAVIA,
1025,1149,785,DIRECT-iR-BRAVIA,
1026,1214,778,DIRECT-iR-BRAVIA,
1027,1330,783,DIRECT-iR-BRAVIA,
1028,1443,769,DIRECT-iR-BRAVIA,
1029,1582,797,DIRECT-iR-BRAVIA,
1030,1670,804,DIRECT-iR-BRAVIA,
1031,1766,803,DIRECT-iR-BRAVIA,
1032,1146,872,DIRECT-iR-BRAVIA,
1033,1147,953,DIRECT-iR-BRAVIA,
1034,1210,873,DIRECT-iR-BRAVIA,
1035,1330,874,DIRECT-iR-BRAVIA,
1036,1435,875,DIRECT-iR-BRAVIA,
1037,1579,888,DIRECT-iR-BRAVIA,
1038,1671,891,DIRECT-iR-BRAVIA,
1039,1767,893,DIRECT-iR-BRAVIA,
1040,1770,962,DIRECT-iR-BRAVIA,
1041,1677,961,DIRECT-iR-BRAVIA,
1042,1579,966,DIRECT-iR-BRAVIA,
1043,1434,957,DIRECT-iR-BRAVIA,
1044,1334,961,DIRECT-iR-BRAVIA,
1045,1222,956,DIRECT-iR-BRAVIA,
1046,1456,353,DIRECT-iR-BRAVIA,
1047,1334,355,DIRECT-iR-BRAVIA,
1048,1222,356,DIRECT-iR-BRAVIA,
1049,1141,360,DIRECT-iR-BRAVIA,
1050,1454,260,DIRECT-iR-BRAVIA,
1051,1329,249,DIRECT-iR-BRAVIA,
1052,1218,251,DIRECT-iR-BRAVIA,
1053,1669,154,DIRECT-iR-BRAVIA,
1054,1773,148,DIRECT-iR-BRAVIA,
1055,1145,253,DIRECT-iR-BRAVIA,
1056,1144,155,DIRECT-iR-BRAVIA,
1057,1142,58,DIRECT-iR-BRAVIA,
1058,1220,162,DIRECT-iR-BRAVIA,
1059,1577,352,DIRECT-iR-BRAVIA,
1060,1676,304,DIRECT-iR-BRAVIA,
1061,1774,307,DIRECT-iR-BRAVIA,
1062,1771,248,DIRECT-iR-BRAVIA,
1063,1670,243,DIRECT-iR-BRAVIA,
1064,1575,235,DIRECT-iR-BRAVIA,
1065,1331,165,DIRECT-iR-BRAVIA,
1066,1214,55,DIRECT-iR-BRAVIA,
1067,1334,56,DIRECT-iR-BRAVIA,
1068,1450,160,DIRECT-iR-BRAVIA,
1069,1564,147,DIRECT-iR-BRAVIA,
1070,1448,55,DIRECT-iR-BRAVIA,
1071,1560,59,DIRECT-iR-BRAVIA,
1072,1658,57,DIRECT-iR-BRAVIA,
1073,1762,56,DIRECT-iR-BRAVIA,
1074,48,19,GYORFI,185.0
1075,41,82,GYORFI,186.0
1076,41,141,GYORFI,
1077,40,205,GYORFI,
1078,40,303,GYORFI,
1079,37,407,GYORFI,
1080,33,508,GYORFI,
1081,38,629,GYORFI,
1082,38,728,GYORFI,
1083,40,866,GYORFI,
1084,33,959,GYORFI,
1085,137,958,GYORFI,
1086,135,857,GYORFI,180.0
1087,135,729,GYORFI,
1088,139,639,GYORFI,177.0
1089,144,531,GYORFI,178.0
1090,143,594,GYORFI,
1091,32,582,GYORFI,
1092,141,415,GYORFI,
1093,146,326,GYORFI,
1094,148,178,GYORFI,178.0
1095,139,239,GYORFI,
1096,146,89,GYORFI,
1097,147,24,GYORFI,184.0
1098,282,16,GYORFI,
1099,277,85,GYORFI,
1100,273,159,GYORFI,181.0
1101,274,244,GYORFI,177.0
1102,274,351,GYORFI,174.0
1103,272,458,GYORFI,
1104,269,588,GYORFI,
1105,263,710,GYORFI,
1106,255,828,GYORFI,177.0
1107,242,909,GYORFI,
1108,231,965,GYORFI,179.0
1109,357,957,GYORFI,181.0
1110,360,903,GYORFI,
1111,360,819,GYORFI,
1112,369,704,GYORFI,179.0
1113,367,605,GYORFI,191.0
1114,370,502,GYORFI,
1115,389,394,GYORFI,
1116,394,249,GYORFI,
1117,391,153,GYORFI,170.0
1118,389,71,GYORFI,181.0
1119,391,12,GYORFI,
1120,514,13,GYORFI,
1121,502,67,GYORFI,
1122,507,150,GYORFI,
1123,504,251,GYORFI,179.0
1124,504,377,GYORFI,
1125,499,496,GYORFI,183.0
1126,490,601,GYORFI,183.0
1127,486,704,GYORFI,179.0
1128,477,821,GYORFI,
1129,476,893,GYORFI,
1130,475,962,GYORFI,
1131,589,961,GYORFI,
1132,589,880,GYORFI,178.0
1133,589,788,GYORFI,
1134,588,687,GYORFI,178.0
1135,588,574,GYORFI,174.0
1136,595,490,GYORFI,177.0
1137,588,377,GYORFI,
1138,592,255,GYORFI,
1139,611,147,GYORFI,
1140,602,59,GYORFI,
1141,599,7,GYORFI,
1142,716,13,GYORFI,
1143,713,79,GYORFI,179.0
1144,708,163,GYORFI,
1145,710,257,GYORFI,
1146,702,375,GYORFI,178.0
1147,698,480,GYORFI,180.0
1148,694,574,GYORFI,
1149,695,675,GYORFI,
1150,692,779,GYORFI,172.0
1151,685,885,GYORFI,
1152,676,961,GYORFI,
1153,811,958,GYORFI,
1154,808,877,GYORFI,
1155,810,793,GYORFI,
1156,812,670,GYORFI,
1157,808,561,GYORFI,173.0
1158,965,558,GYORFI,
1159,1089,567,GYORFI,
1160,809,465,GYORFI,180.0
1161,808,349,GYORFI,175.0
1162,820,255,GYORFI,
1163,827,144,GYORFI,
1164,826,74,GYORFI,
1165,824,13,GYORFI,
1166,964,18,GYORFI,
1167,971,85,GYORFI,181.0
1168,966,151,GYORFI,176.0
1169,969,251,GYORFI,
1170,970,360,GYORFI,176.0
1171,973,459,GYORFI,
1172,1094,21,GYORFI,170.0
1173,1094,92,GYORFI,
1174,1095,158,GYORFI,
1175,1090,256,GYORFI,
1176,1088,357,GYORFI,
1177,1084,448,GYORFI,
1178,1218,451,GYORFI,
1179,1334,449,GYORFI,
1180,1459,444,GYORFI,
1181,1566,445,GYORFI,
1182,1677,444,GYORFI,
1183,1771,439,GYORFI,
1184,1765,525,GYORFI,170.0
1185,1672,518,GYORFI,
1186,1568,537,GYORFI,
1187,1448,537,GYORFI,
1188,1325,533,GYORFI,
1189,1212,529,GYORFI,
1190,1148,611,GYORFI,
1191,1213,609,GYORFI,175.0
1192,1329,616,GYORFI,
1193,1444,612,GYORFI,
1194,1570,614,GYORFI,
1195,1145,676,GYORFI,168.0
1196,1209,678,GYORFI,
1197,1324,694,GYORFI,
1198,1440,685,GYORFI,
1199,1574,690,GYORFI,
1200,1668,609,GYORFI,
1201,1759,607,GYORFI,
1202,1657,697,GYORFI,
1203,1755,689,GYORFI,
1204,1149,785,GYORFI,
1205,1214,778,GYORFI,
1206,1330,783,GYORFI,
1207,1443,769,GYORFI,
1208,1582,797,GYORFI,
1209,1670,804,GYORFI,
1210,1766,803,GYORFI,
1211,1146,872,GYORFI,
1212,1147,953,GYORFI,
1213,1210,873,GYORFI,
1214,1330,874,GYORFI,
1215,1435,875,GYORFI,
1216,1579,888,GYORFI,
1217,1671,891,GYORFI,
1218,1767,893,GYORFI,
1219,1770,962,GYORFI,
1220,1677,961,GYORFI,
1221,1579,966,GYORFI,
1222,1434,957,GYORFI,
1223,1334,961,GYORFI,
1224,1222,956,GYORFI,
1225,1456,353,GYORFI,
1226,1334,355,GYORFI,
1227,1222,356,GYORFI,
1228,1141,360,GYORFI,
1229,1454,260,GYORFI,
1230,1329,249,GYORFI,
1231,1218,251,GYORFI,
1232,1669,154,GYORFI,
1233,1773,148,GYORFI,
1234,1145,253,GYORFI,
1235,1144,155,GYORFI,
1236,1142,58,GYORFI,
1237,1220,162,GYORFI,
1238,1577,352,GYORFI,
1239,1676,304,GYORFI,
1240,1774,307,GYORFI,
1241,1771,248,GYORFI,
1242,1670,243,GYORFI,
1243,1575,235,GYORFI,
1244,1331,165,GYORFI,
1245,1214,55,GYORFI,
1246,1334,56,GYORFI,
1247,1450,160,GYORFI,
1248,1564,147,GYORFI,
1249,1448,55,GYORFI,
1250,1560,59,GYORFI,
1251,1658,57,GYORFI,
1252,1762,56,GYORFI,
1253,48,19,GYORFI-5GHz,
1254,41,82,GYORFI-5GHz,175.0
1255,41,141,GYORFI-5GHz,
1256,40,205,GYORFI-5GHz,
1257,40,303,GYORFI-5GHz,
1258,37,407,GYORFI-5GHz,
1259,33,508,GYORFI-5GHz,185.0
1260,38,629,GYORFI-5GHz,
1261,38,728,GYORFI-5GHz,174.0
1262,40,866,GYORFI-5GHz,
1263,33,959,GYORFI-5GHz,175.0
1264,137,958,GYORFI-5GHz,
1265,135,857,GYORFI-5GHz,
1266,135,729,GYORFI-5GHz,179.0
1267,139,639,GYORFI-5GHz,
1268,144,531,GYORFI-5GHz,
1269,143,594,GYORFI-5GHz,176.0
1270,32,582,GYORFI-5GHz,
1271,141,415,GYORFI-5GHz,
1272,146,326,GYORFI-5GHz,
1273,148,178,GYORFI-5GHz,
1274,139,239,GYORFI-5GHz,
1275,146,89,GYORFI-5GHz,
1276,147,24,GYORFI-5GHz,
1277,282,16,GYORFI-5GHz,
1278,277,85,GYORFI-5GHz,170.0
1279,273,159,GYORFI-5GHz,
1280,274,244,GYORFI-5GHz,
1281,274,351,GYORFI-5GHz,
1282,272,458,GYORFI-5GHz,
1283,269,588,GYORFI-5GHz,182.0
1284,263,710,GYORFI-5GHz,179.0
1285,255,828,GYORFI-5GHz,
1286,242,909,GYORFI-5GHz,
1287,231,965,GYORFI-5GHz,
1288,357,957,GYORFI-5GHz,
1289,360,903,GYORFI-5GHz,179.0
1290,360,819,GYORFI-5GHz,
1291,369,704,GYORFI-5GHz,
1292,367,605,GYORFI-5GHz,
1293,370,502,GYORFI-5GHz,
1294,389,394,GYORFI-5GHz,
1295,394,249,GYORFI-5GHz,
1296,391,153,GYORFI-5GHz,
1297,389,71,GYORFI-5GHz,
1298,391,12,GYORFI-5GHz,
1299,514,13,GYORFI-5GHz,
1300,502,67,GYORFI-5GHz,
1301,507,150,GYORFI-5GHz,
1302,504,251,GYORFI-5GHz,
1303,504,377,GYORFI-5GHz,
1304,499,496,GYORFI-5GHz,
1305,490,601,GYORFI-5GHz,
1306,486,704,GYORFI-5GHz,
1307,477,821,GYORFI-5GHz,173.0
1308,476,893,GYORFI-5GHz,
1309,475,962,GYORFI-5GHz,
1310,589,961,GYORFI-5GHz,
1311,589,880,GYORFI-5GHz,
1312,589,788,GYORFI-5GHz,
1313,588,687,GYORFI-5GHz,171.0
1314,588,574,GYORFI-5GHz,
1315,595,490,GYORFI-5GHz,177.0
1316,588,377,GYORFI-5GHz,
1317,592,255,GYORFI-5GHz,171.0
1318,611,147,GYORFI-5GHz,
1319,602,59,GYORFI-5GHz,
1320,599,7,GYORFI-5GHz,
1321,716,13,GYORFI-5GHz,
1322,713,79,GYORFI-5GHz,
1323,708,163,GYORFI-5GHz,
1324,710,257,GYORFI-5GHz,
1325,702,375,GYORFI-5GHz,
1326,698,480,GYORFI-5GHz,
1327,694,574,GYORFI-5GHz,
1328,695,675,GYORFI-5GHz,172.0
1329,692,779,GYORFI-5GHz,175.0
1330,685,885,GYORFI-5GHz,
1331,676,961,GYORFI-5GHz,
1332,811,958,GYORFI-5GHz,
1333,808,877,GYORFI-5GHz,170.0
1334,810,793,GYORFI-5GHz,
1335,812,670,GYORFI-5GHz,
1336,808,561,GYORFI-5GHz,
1337,965,558,GYORFI-5GHz,
1338,1089,567,GYORFI-5GHz,
1339,809,465,GYORFI-5GHz,
1340,808,349,GYORFI-5GHz,
1341,820,255,GYORFI-5GHz,
1342,827,144,GYORFI-5GHz,
1343,826,74,GYORFI-5GHz,
1344,824,13,GYORFI-5GHz,
1345,964,18,GYORFI-5GHz,
1346,971,85,GYORFI-5GHz,
1347,966,151,GYORFI-5GHz,
1348,969,251,GYORFI-5GHz,
1349,970,360,GYORFI-5GHz,
1350,973,459,GYORFI-5GHz,
1351,1094,21,GYORFI-5GHz,
1352,1094,92,GYORFI-5GHz,
1353,1095,158,GYORFI-5GHz,
1354,1090,256,GYORFI-5GHz,
1355,1088,357,GYORFI-5GHz,168.0
1356,1084,448,GYORFI-5GHz,166.0
1357,1218,451,GYORFI-5GHz,
1358,1334,449,GYORFI-5GHz,
1359,1459,444,GYORFI-5GHz,
1360,1566,445,GYORFI-5GHz,
1361,1677,444,GYORFI-5GHz,
1362,1771,439,GYORFI-5GHz,
1363,1765,525,GYORFI-5GHz,
1364,1672,518,GYORFI-5GHz,
1365,1568,537,GYORFI-5GHz,
1366,1448,537,GYORFI-5GHz,
1367,1325,533,GYORFI-5GHz,
1368,1212,529,GYORFI-5GHz,
1369,1148,611,GYORFI-5GHz,
1370,1213,609,GYORFI-5GHz,
1371,1329,616,GYORFI-5GHz,
1372,1444,612,GYORFI-5GHz,
1373,1570,614,GYORFI-5GHz,
1374,1145,676,GYORFI-5GHz,
1375,1209,678,GYORFI-5GHz,
1376,1324,694,GYORFI-5GHz,
1377,1440,685,GYORFI-5GHz,
1378,1574,690,GYORFI-5GHz,
1379,1668,609,GYORFI-5GHz,
1380,1759,607,GYORFI-5GHz,
1381,1657,697,GYORFI-5GHz,
1382,1755,689,GYORFI-5GHz,
1383,1149,785,GYORFI-5GHz,
1384,1214,778,GYORFI-5GHz,
1385,1330,783,GYORFI-5GHz,
1386,1443,769,GYORFI-5GHz,
1387,1582,797,GYORFI-5GHz,
1388,1670,804,GYORFI-5GHz,
1389,1766,803,GYORFI-5GHz,
1390,1146,872,GYORFI-5GHz,
1391,1147,953,GYORFI-5GHz,
1392,1210,873,GYORFI-5GHz,
1393,1330,874,GYORFI-5GHz,
1394,1435,875,GYORFI-5GHz,
1395,1579,888,GYORFI-5GHz,
1396,1671,891,GYORFI-5GHz,
1397,1767,893,GYORFI-5GHz,
1398,1770,962,GYORFI-5GHz,
1399,1677,961,GYORFI-5GHz,
1400,1579,966,GYORFI-5GHz,
1401,1434,957,GYORFI-5GHz,
1402,1334,961,GYORFI-5GHz,
1403,1222,956,GYORFI-5GHz,
1404,1456,353,GYORFI-5GHz,
1405,1334,355,GYORFI-5GHz,
1406,1222,356,GYORFI-5GHz,
1407,1141,360,GYORFI-5GHz,
1408,1454,260,GYORFI-5GHz,
1409,1329,249,GYORFI-5GHz,
1410,1218,251,GYORFI-5GHz,
1411,1669,154,GYORFI-5GHz,
1412,1773,148,GYORFI-5GHz,
1413,1145,253,GYORFI-5GHz,
1414,1144,155,GYORFI-5GHz,
1415,1142,58,GYORFI-5GHz,
1416,1220,162,GYORFI-5GHz,
1417,1577,352,GYORFI-5GHz,
1418,1676,304,GYORFI-5GHz,
1419,1774,307,GYORFI-5GHz,
1420,1771,248,GYORFI-5GHz,
1421,1670,243,GYORFI-5GHz,
1422,1575,235,GYORFI-5GHz,
1423,1331,165,GYORFI-5GHz,
1424,1214,55,GYORFI-5GHz,
1425,1334,56,GYORFI-5GHz,
1426,1450,160,GYORFI-5GHz,
1427,1564,147,GYORFI-5GHz,
1428,1448,55,GYORFI-5GHz,
1429,1560,59,GYORFI-5GHz,
1430,1658,57,GYORFI-5GHz,
1431,1762,56,GYORFI-5GHz,
1432,48,19,HUAWEI P10,
1433,41,82,HUAWEI P10,
1434,41,141,HUAWEI P10,
1435,40,205,HUAWEI P10,
1436,40,303,HUAWEI P10,
1437,37,407,HUAWEI P10,
1438,33,508,HUAWEI P10,
1439,38,629,HUAWEI P10,
1440,38,728,HUAWEI P10,
1441,40,866,HUAWEI P10,
1442,33,959,HUAWEI P10,
1443,137,958,HUAWEI P10,
1444,135,857,HUAWEI P10,
1445,135,729,HUAWEI P10,
1446,139,639,HUAWEI P10,
1447,144,531,HUAWEI P10,
1448,143,594,HUAWEI P10,
1449,32,582,HUAWEI P10,
1450,141,415,HUAWEI P10,
1451,146,326,HUAWEI P10,
1452,148,178,HUAWEI P10,
1453,139,239,HUAWEI P10,
1454,146,89,HUAWEI P10,
1455,147,24,HUAWEI P10,
1456,282,16,HUAWEI P10,
1457,277,85,HUAWEI P10,
1458,273,159,HUAWEI P10,
1459,274,244,HUAWEI P10,
1460,274,351,HUAWEI P10,
1461,272,458,HUAWEI P10,
1462,269,588,HUAWEI P10,
1463,263,710,HUAWEI P10,
1464,255,828,HUAWEI P10,
1465,242,909,HUAWEI P10,
1466,231,965,HUAWEI P10,
1467,357,957,HUAWEI P10,
1468,360,903,HUAWEI P10,
1469,360,819,HUAWEI P10,
1470,369,704,HUAWEI P10,
1471,367,605,HUAWEI P10,
1472,370,502,HUAWEI P10,
1473,389,394,HUAWEI P10,
1474,394,249,HUAWEI P10,
1475,391,153,HUAWEI P10,
1476,389,71,HUAWEI P10,
1477,391,12,HUAWEI P10,
1478,514,13,HUAWEI P10,
1479,502,67,HUAWEI P10,
1480,507,150,HUAWEI P10,
1481,504,251,HUAWEI P10,
1482,504,377,HUAWEI P10,
1483,499,496,HUAWEI P10,
1484,490,601,HUAWEI P10,
1485,486,704,HUAWEI P10,
1486,477,821,HUAWEI P10,
1487,476,893,HUAWEI P10,
1488,475,962,HUAWEI P10,
1489,589,961,HUAWEI P10,
1490,589,880,HUAWEI P10,
1491,589,788,HUAWEI P10,
1492,588,687,HUAWEI P10,
1493,588,574,HUAWEI P10,
1494,595,490,HUAWEI P10,
1495,588,377,HUAWEI P10,
1496,592,255,HUAWEI P10,
1497,611,147,HUAWEI P10,
1498,602,59,HUAWEI P10,
1499,599,7,HUAWEI P10,
1500,716,13,HUAWEI P10,
1501,713,79,HUAWEI P10,
1502,708,163,HUAWEI P10,
1503,710,257,HUAWEI P10,
1504,702,375,HUAWEI P10,
1505,698,480,HUAWEI P10,
1506,694,574,HUAWEI P10,
1507,695,675,HUAWEI P10,
1508,692,779,HUAWEI P10,
1509,685,885,HUAWEI P10,
1510,676,961,HUAWEI P10,
1511,811,958,HUAWEI P10,
1512,808,877,HUAWEI P10,
1513,810,793,HUAWEI P10,
1514,812,670,HUAWEI P10,
1515,808,561,HUAWEI P10,
1516,965,558,HUAWEI P10,
1517,1089,567,HUAWEI P10,
1518,809,465,HUAWEI P10,
1519,808,349,HUAWEI P10,
1520,820,255,HUAWEI P10,
1521,827,144,HUAWEI P10,
1522,826,74,HUAWEI P10,
1523,824,13,HUAWEI P10,
1524,964,18,HUAWEI P10,
1525,971,85,HUAWEI P10,
1526,966,151,HUAWEI P10,181.0
1527,969,251,HUAWEI P10,193.0
1528,970,360,HUAWEI P10,194.0
1529,973,459,HUAWEI P10,
1530,1094,21,HUAWEI P10,
1531,1094,92,HUAWEI P10,189.0
1532,1095,158,HUAWEI P10,
1533,1090,256,HUAWEI P10,
1534,1088,357,HUAWEI P10,189.0
1535,1084,448,HUAWEI P10,198.0
1536,1218,451,HUAWEI P10,197.0
1537,1334,449,HUAWEI P10,195.0
1538,1459,444,HUAWEI P10,
1539,1566,445,HUAWEI P10,174.0
1540,1677,444,HUAWEI P10,
1541,1771,439,HUAWEI P10,175.0
1542,1765,525,HUAWEI P10,
1543,1672,518,HUAWEI P10,
1544,1568,537,HUAWEI P10,
1545,1448,537,HUAWEI P10,
1546,1325,533,HUAWEI P10,
1547,1212,529,HUAWEI P10,
1548,1148,611,HUAWEI P10,
1549,1213,609,HUAWEI P10,
1550,1329,616,HUAWEI P10,
1551,1444,612,HUAWEI P10,
1552,1570,614,HUAWEI P10,
1553,1145,676,HUAWEI P10,
1554,1209,678,HUAWEI P10,
1555,1324,694,HUAWEI P10,
1556,1440,685,HUAWEI P10,
1557,1574,690,HUAWEI P10,
1558,1668,609,HUAWEI P10,
1559,1759,607,HUAWEI P10,
1560,1657,697,HUAWEI P10,
1561,1755,689,HUAWEI P10,
1562,1149,785,HUAWEI P10,
1563,1214,778,HUAWEI P10,
1564,1330,783,HUAWEI P10,
1565,1443,769,HUAWEI P10,
1566,1582,797,HUAWEI P10,
1567,1670,804,HUAWEI P10,
1568,1766,803,HUAWEI P10,
1569,1146,872,HUAWEI P10,
1570,1147,953,HUAWEI P10,
1571,1210,873,HUAWEI P10,
1572,1330,874,HUAWEI P10,
1573,1435,875,HUAWEI P10,
1574,1579,888,HUAWEI P10,
1575,1671,891,HUAWEI P10,
1576,1767,893,HUAWEI P10,
1577,1770,962,HUAWEI P10,
1578,1677,961,HUAWEI P10,
1579,1579,966,HUAWEI P10,
1580,1434,957,HUAWEI P10,
1581,1334,961,HUAWEI P10,
1582,1222,956,HUAWEI P10,
1583,1456,353,HUAWEI P10,
1584,1334,355,HUAWEI P10,
1585,1222,356,HUAWEI P10,
1586,1141,360,HUAWEI P10,
1587,1454,260,HUAWEI P10,
1588,1329,249,HUAWEI P10,
1589,1218,251,HUAWEI P10,
1590,1669,154,HUAWEI P10,
1591,1773,148,HUAWEI P10,
1592,1145,253,HUAWEI P10,
1593,1144,155,HUAWEI P10,
1594,1142,58,HUAWEI P10,
1595,1220,162,HUAWEI P10,
1596,1577,352,HUAWEI P10,
1597,1676,304,HUAWEI P10,
1598,1774,307,HUAWEI P10,
1599,1771,248,HUAWEI P10,
1600,1670,243,HUAWEI P10,
1601,1575,235,HUAWEI P10,
1602,1331,165,HUAWEI P10,
1603,1214,55,HUAWEI P10,
1604,1334,56,HUAWEI P10,
1605,1450,160,HUAWEI P10,
1606,1564,147,HUAWEI P10,
1607,1448,55,HUAWEI P10,
1608,1560,59,HUAWEI P10,
1609,1658,57,HUAWEI P10,
1610,1762,56,HUAWEI P10,
1611,48,19,Murciline,
1612,41,82,Murciline,
1613,41,141,Murciline,
1614,40,205,Murciline,
1615,40,303,Murciline,
1616,37,407,Murciline,
1617,33,508,Murciline,
1618,38,629,Murciline,
1619,38,728,Murciline,
1620,40,866,Murciline,
1621,33,959,Murciline,
1622,137,958,Murciline,
1623,135,857,Murciline,
1624,135,729,Murciline,
1625,139,639,Murciline,
1626,144,531,Murciline,
1627,143,594,Murciline,
1628,32,582,Murciline,
1629,141,415,Murciline,
1630,146,326,Murciline,
1631,148,178,Murciline,
1632,139,239,Murciline,
1633,146,89,Murciline,
1634,147,24,Murciline,
1635,282,16,Murciline,
1636,277,85,Murciline,
1637,273,159,Murciline,
1638,274,244,Murciline,
1639,274,351,Murciline,
1640,272,458,Murciline,
1641,269,588,Murciline,
1642,263,710,Murciline,
1643,255,828,Murciline,
1644,242,909,Murciline,
1645,231,965,Murciline,
1646,357,957,Murciline,
1647,360,903,Murciline,168.0
1648,360,819,Murciline,
1649,369,704,Murciline,
1650,367,605,Murciline,
1651,370,502,Murciline,
1652,389,394,Murciline,
1653,394,249,Murciline,
1654,391,153,Murciline,
1655,389,71,Murciline,171.0
1656,391,12,Murciline,
1657,514,13,Murciline,175.0
1658,502,67,Murciline,
1659,507,150,Murciline,
1660,504,251,Murciline,
1661,504,377,Murciline,171.0
1662,499,496,Murciline,
1663,490,601,Murciline,
1664,486,704,Murciline,
1665,477,821,Murciline,168.0
1666,476,893,Murciline,
1667,475,962,Murciline,169.0
1668,589,961,Murciline,167.0
1669,589,880,Murciline,
1670,589,788,Murciline,
1671,588,687,Murciline,
1672,588,574,Murciline,
1673,595,490,Murciline,169.0
1674,588,377,Murciline,
1675,592,255,Murciline,
1676,611,147,Murciline,
1677,602,59,Murciline,
1678,599,7,Murciline,
1679,716,13,Murciline,
1680,713,79,Murciline,
1681,708,163,Murciline,170.0
1682,710,257,Murciline,
1683,702,375,Murciline,
1684,698,480,Murciline,
1685,694,574,Murciline,
1686,695,675,Murciline,
1687,692,779,Murciline,
1688,685,885,Murciline,
1689,676,961,Murciline,
1690,811,958,Murciline,
1691,808,877,Murciline,
1692,810,793,Murciline,
1693,812,670,Murciline,
1694,808,561,Murciline,
1695,965,558,Murciline,
1696,1089,567,Murciline,
1697,809,465,Murciline,
1698,808,349,Murciline,
1699,820,255,Murciline,173.0
1700,827,144,Murciline,
1701,826,74,Murciline,
1702,824,13,Murciline,
1703,964,18,Murciline,
1704,971,85,Murciline,175.0
1705,966,151,Murciline,173.0
1706,969,251,Murciline,
1707,970,360,Murciline,
1708,973,459,Murciline,168.0
